39.710 14.560
46.170 7.840
22.420 26.880
27.740 23.520
5.700 17.920
48.450 12.320
39.710 31.360
39.710 33.600
35.530 14.560
44.460 12.320
34.010 16.800
46.170 35.840
48.830 42.560
13.110 23.520
6.080 43.680
27.740 12.320
20.140 43.680
41.420 43.680
40.090 47.040
37.810 50.400
48.070 44.800
49.780 48.160
49.970 51.520
45.600 49.280
41.610 50.400
39.140 52.640
45.790 43.680
41.800 41.440
17.100 25.760
18.050 32.480
23.940 31.360
34.770 35.840
38.570 35.840
42.180 34.720
12.730 39.200
16.910 34.720
13.300 25.760
10.260 40.320
24.130 35.840
23.940 33.600
17.480 36.960
12.730 36.960
14.060 28.000
27.550 32.480
25.270 8.960
28.310 10.080
37.240 21.280
41.040 21.280
40.850 24.640
43.510 26.880
46.550 28.000
44.650 24.640
46.550 31.360
49.970 32.480
49.780 34.720
49.970 35.840
47.880 40.320
46.360 33.600
39.710 29.120
39.330 26.880
41.990 22.400
45.790 22.400
44.270 20.160
46.170 17.920
44.840 15.680
42.750 19.040
49.590 22.400
49.970 20.160
20.900 12.320
16.720 12.320
13.110 13.440
9.500 17.920
6.840 15.680
5.700 11.200
0.000 19.040
0.190 16.800
3.800 10.080
1.710 13.440
0.000 10.080
0.190 7.840
0.190 21.280
3.990 20.160
0.000 23.520
0.000 25.760
0.000 34.720
0.000 29.120
0.000 31.360
0.190 36.960
0.000 40.320
43.510 13.440
48.070 38.080
4.180 1.120
1.900 0.000
3.800 44.800
14.060 41.440
12.540 19.040
21.470 52.640
25.840 41.440
41.610 36.960
42.940 10.080
36.290 28.000
28.310 34.720
35.910 31.360
30.970 35.840
35.910 33.600
38.000 23.520
27.740 39.200
24.320 38.080
22.040 41.440
25.840 49.280
26.220 44.800
27.360 51.520
29.830 52.640
36.100 48.160
32.110 40.320
32.110 51.520
35.910 45.920
35.150 52.640
25.460 15.680
24.700 20.160
20.520 24.640
24.510 25.760
26.220 28.000
40.470 5.600
34.770 8.960
32.110 6.720
36.290 6.720
34.960 3.360
47.310 10.080
49.970 0.000
42.370 7.840
49.970 8.960
49.970 2.240
41.230 16.800
31.920 11.200
30.970 13.440
20.710 14.560
35.910 11.200
16.720 14.560
21.090 17.920
16.910 19.040
13.300 16.800
11.970 42.560
17.860 44.800
13.680 44.800
16.150 43.680
19.570 47.040
21.470 49.280
11.590 51.520
6.840 47.040
7.220 49.280
3.230 49.280
11.020 49.280
16.530 52.640
7.030 52.640
19.000 51.520
7.790 20.160
9.690 14.560
8.740 12.320
7.220 8.960
10.260 10.080
12.540 11.200
12.350 2.240
14.440 0.000
11.020 7.840
10.640 0.000
6.460 6.720
0.000 1.120
3.230 3.360
6.080 4.480
6.840 0.000
14.250 8.960
18.430 6.720
16.530 3.360
18.240 8.960
29.070 7.840
24.130 11.200
30.780 1.120
30.780 4.480
20.520 10.080
4.180 22.400
31.540 38.080
35.720 39.200
35.340 41.440
36.860 43.680
3.230 24.640
1.900 42.560
0.000 44.800
3.040 47.040
7.600 45.920
22.040 45.920
3.230 39.200
7.410 41.440
3.610 41.440
18.240 41.440
20.330 39.200
3.800 29.120
6.840 23.520
16.910 23.520
18.240 21.280
18.050 26.880
3.230 32.480
7.030 25.760
3.420 35.840
3.420 26.880
11.210 21.280
19.380 30.240
23.180 29.120
22.420 21.280
26.980 21.280
26.790 17.920
29.830 16.800
34.200 20.160
28.310 25.760
