5.320 43.680
0.190 45.920
4.940 44.800
10.070 42.560
4.370 47.040
9.120 43.680
4.180 48.160
8.170 47.040
0.000 47.040
44.080 48.160
43.890 50.400
47.880 50.400
48.070 48.160
43.890 45.920
48.070 47.040
39.900 41.440
41.420 8.960
38.190 6.720
37.810 10.080
41.990 10.080
11.210 24.640
40.470 47.040
44.080 40.320
40.850 39.200
31.730 40.320
32.110 42.560
13.300 35.840
13.490 39.200
24.890 35.840
39.520 31.360
44.270 38.080
40.280 38.080
41.040 33.600
44.270 35.840
47.500 29.120
47.880 33.600
47.880 34.720
47.690 31.360
5.700 35.840
9.500 35.840
17.290 35.840
17.290 38.080
9.880 32.480
10.640 29.120
14.060 32.480
7.220 25.760
0.380 16.800
0.190 10.080
0.380 13.440
0.000 12.320
0.000 15.680
0.000 17.920
6.270 12.320
7.980 10.080
46.360 2.240
48.070 7.840
39.710 4.480
43.700 5.600
46.360 4.480
47.880 5.600
47.880 0.000
47.880 3.360
37.050 2.240
38.380 0.000
13.110 16.800
23.750 43.680
9.690 39.200
31.540 43.680
33.440 45.920
16.910 24.640
36.100 41.440
12.350 30.240
22.610 40.320
15.770 47.040
24.890 38.080
22.420 4.480
20.710 11.200
23.940 6.720
14.250 8.960
13.300 11.200
14.060 12.320
15.960 7.840
14.630 15.680
15.010 19.040
4.370 14.560
9.880 13.440
19.950 12.320
19.950 10.080
12.350 20.160
18.240 14.560
17.290 16.800
16.150 21.280
14.060 14.560
12.160 21.280
5.890 21.280
2.090 21.280
0.190 22.400
6.840 23.520
20.710 36.960
21.470 39.200
23.940 41.440
12.730 33.600
11.970 47.040
23.750 3.360
22.610 1.120
24.700 11.200
39.520 5.600
44.270 7.840
6.840 11.200
46.550 13.440
48.070 11.200
47.880 12.320
35.720 4.480
46.360 10.080
10.260 14.560
48.070 36.960
48.070 38.080
47.880 40.320
48.070 43.680
48.070 45.920
28.880 11.200
31.730 4.480
30.970 7.840
30.400 8.960
30.590 5.600
24.130 8.960
23.370 7.840
16.720 6.720
7.030 22.400
0.000 4.480
0.000 1.120
10.830 22.400
4.180 17.920
8.930 33.600
21.280 47.040
22.230 45.920
21.280 50.400
32.680 48.160
32.870 47.040
36.670 49.280
29.450 45.920
28.500 48.160
9.120 50.400
0.380 42.560
0.000 41.440
0.190 26.880
0.000 28.000
6.460 28.000
5.890 32.480
0.570 20.160
3.990 31.360
0.000 24.640
0.000 31.360
1.140 44.800
1.140 50.400
5.130 50.400
13.110 50.400
15.390 49.280
17.100 50.400
19.570 49.280
36.670 47.040
40.850 49.280
