23.180 13.440
33.250 39.200
36.670 38.080
36.480 11.200
30.210 13.440
36.670 8.960
12.920 35.840
13.870 39.200
13.490 29.120
30.780 32.480
29.640 26.880
32.870 25.760
17.860 28.000
19.190 33.600
20.710 35.840
17.670 39.200
10.450 32.480
9.120 35.840
16.720 36.960
21.470 39.200
6.460 28.000
2.280 34.720
0.000 39.200
0.000 36.960
0.000 28.000
0.000 20.160
4.560 17.920
3.040 24.640
1.520 22.400
14.250 21.280
18.620 22.400
36.670 22.400
36.670 26.880
36.670 31.360
36.670 34.720
36.480 36.960
36.480 24.640
32.870 34.720
29.070 34.720
28.120 36.960
29.450 39.200
3.230 38.080
10.830 38.080
25.650 39.200
7.030 38.080
23.940 36.960
25.270 34.720
0.000 32.480
6.650 32.480
26.410 32.480
0.000 30.240
6.650 31.360
23.750 31.360
0.190 25.760
22.800 22.400
26.600 22.400
7.030 25.760
11.970 16.800
21.280 20.160
3.800 20.160
14.060 19.040
18.050 17.920
7.600 19.040
17.480 20.160
21.850 17.920
8.170 16.800
23.750 16.800
28.310 21.280
25.650 7.840
32.870 0.000
27.360 3.360
25.460 2.240
29.830 7.840
29.450 1.120
26.600 5.600
21.660 2.240
22.800 6.720
19.950 15.680
17.480 7.840
20.520 4.480
13.300 7.840
20.520 1.120
12.920 5.600
9.120 4.480
4.940 5.600
0.190 2.240
1.710 4.480
9.310 6.720
36.670 2.240
36.670 0.000
21.280 8.960
36.670 15.680
36.670 13.440
36.670 19.040
0.000 13.440
1.330 16.800
0.000 15.680
0.000 11.200
0.000 6.720
0.000 8.960
6.270 8.960
7.220 15.680
10.070 8.960
10.070 11.200
10.450 14.560
13.300 10.080
16.720 14.560
15.770 16.800
17.100 10.080
29.830 19.040
30.210 10.080
22.610 11.200
35.150 20.160
25.840 17.920
26.790 14.560
25.080 20.160
25.840 25.760
27.360 30.240
22.420 29.120
26.220 28.000
19.570 23.520
18.620 25.760
15.390 23.520
11.590 22.400
10.260 26.880
11.590 24.640
14.060 26.880
17.480 31.360
