41.420 8.960
29.640 15.680
5.890 17.920
2.850 0.000
11.210 4.480
9.500 25.760
30.970 1.120
41.610 12.320
34.390 31.360
25.270 28.000
41.420 14.560
22.990 36.960
32.870 23.520
17.860 41.440
32.870 0.000
0.760 1.120
0.000 7.840
8.550 32.480
15.960 26.880
12.160 31.360
18.620 0.000
19.570 21.280
25.270 0.000
22.230 1.120
15.200 3.360
4.940 3.360
5.130 6.720
1.520 11.200
1.140 8.960
1.520 5.600
5.700 8.960
12.540 0.000
5.510 1.120
0.950 3.360
8.740 0.000
11.400 3.360
4.940 12.320
15.580 22.400
34.580 35.840
18.050 2.240
15.200 1.120
21.280 40.320
41.610 36.960
16.340 43.680
14.250 36.960
5.700 42.560
41.610 34.720
41.610 39.200
39.330 43.680
19.190 28.000
41.610 32.480
41.610 10.080
38.570 41.440
36.480 38.080
35.530 43.680
32.300 41.440
33.630 36.960
28.500 41.440
17.670 39.200
9.310 41.440
14.440 38.080
18.050 36.960
4.750 40.320
8.550 40.320
3.230 35.840
6.270 34.720
0.000 36.960
7.030 35.840
0.000 34.720
4.180 38.080
22.040 33.600
25.840 43.680
24.700 41.440
27.170 35.840
25.840 33.600
0.000 25.760
15.200 32.480
19.000 32.480
2.660 16.800
5.130 15.680
25.080 23.520
15.010 6.720
2.090 23.520
4.750 22.400
11.970 21.280
3.800 25.760
17.100 5.600
7.980 11.200
1.520 13.440
8.550 13.440
23.370 8.960
29.070 23.520
32.490 21.280
0.000 19.040
1.330 15.680
8.740 14.560
0.950 21.280
2.660 20.160
8.550 22.400
6.460 20.160
9.690 17.920
23.180 11.200
28.690 19.040
12.730 24.640
5.510 26.880
12.160 26.880
18.620 23.520
22.230 24.640
28.690 21.280
24.700 25.760
12.350 28.000
5.130 29.120
8.930 24.640
27.170 8.960
30.970 8.960
35.340 1.120
39.140 1.120
33.060 28.000
28.500 13.440
33.820 25.760
29.830 36.960
27.170 1.120
8.930 29.120
15.200 30.240
30.400 31.360
26.600 31.360
7.980 38.080
38.190 31.360
40.090 28.000
38.950 30.240
38.380 35.840
21.850 42.560
